job_id,job_title,company,location,city,state,country,industry,salary,salary_min,salary_max,currency,experience,experience_min,experience_max,employment_type,posting_date,job_description,skills,standardized_job_title,normalized_location,salary_average,experience_category,skills_count,posting_month,posting_year,posting_weekday,job_age_days,extracted_skills
JOB-008587,BI Analyst,Crestwave Systems,Mumbai,Mumbai,Maharashtra,India,Other,8 LPA,800000.0,1158750.0,INR,0-1 years,0.0,0.0,Full-time,,"We are hiring a BI Analyst at Crestwave Systems to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Looker, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Looker,SQL is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Looker, SQL, Tableau",BI Analyst,Mumbai,979375.0,Fresher,4,,,,,Data Visualization; Looker; SQL; Tableau
JOB-008588,Senior Senior Data Analyst,TechNova Solutions,Noida,Noida,Uttar Pradesh,India,Consulting,17 LPA,1722000.0,2244934.0,INR,7-9 years,7.0,9.0,Internship,2026-04-28,"We are hiring a Data Analyst at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Excel, Power BI, Python, SQL, Tableau",Data Analyst,Noida,1983467.0,Senior Level,5,4.0,2026.0,Tuesday,124.0,Excel; Power BI; Python; SQL; Tableau
JOB-008589,Data Engineer - ETL,Helix Analytics,Ahmedabad,Ahmedabad,Gujarat,India,Healthcare,24 LPA,2470000.0,3817866.0,INR,6-9 years,6.0,9.0,Internship,2026-05-09,"We are hiring a Data Engineer at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with AWS, Hadoop, PostgreSQL, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Hadoop,PostgreSQL is required. If you are passionate about data and want to grow your career, apply today!","AWS, Hadoop, PostgreSQL, Python, SQL",Data Engineer,Ahmedabad,3143933.0,Senior Level,5,5.0,2026.0,Saturday,113.0,AWS; Hadoop; PostgreSQL; Python; SQL
JOB-008590,Senior Data Engineer,Orbit Tech Solutions,Gurgaon,Gurgaon,Haryana,India,Information Technology,40 LPA,4004000.0,6475334.0,INR,8-8 years,8.0,8.0,Full-time,2026-08-17,"We are hiring a Data Engineer at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Hadoop, PostgreSQL, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Hadoop,PostgreSQL,Python is required. If you are passionate about data and want to grow your career, apply today!","Hadoop, PostgreSQL, Python, SQL, Spark",Data Engineer,Gurgaon,5239667.0,Senior Level,5,8.0,2026.0,Monday,13.0,Hadoop; PostgreSQL; Python; SQL; Spark
JOB-008591,Data Science Specialist,Orbit Tech Solutions,Kochi,Kochi,Kerala,India,E-commerce,22 LPA,2279999.0,3226790.0,INR,,,,Not Specified,2025-12-21,"We are hiring a Data Scientist at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Python, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Python is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Python, Statistics, TensorFlow",Other,Kochi,2753394.5,Not Specified,5,12.0,2025.0,Sunday,252.0,Machine Learning; NumPy; Python; Statistics; TensorFlow
JOB-008592,Data Engineer - ETL,Lumina Digital,Kochi,Kochi,Kerala,India,Banking,16 LPA,1690000.0,2227957.0,INR,2-4 years,2.0,4.0,Internship,2026-02-17,"We are hiring a Data Engineer at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, Spark",Data Engineer,Kochi,1958978.5,Entry Level,4,2.0,2026.0,Tuesday,194.0,AWS; Airflow; Docker; Spark
JOB-008593,Analytics Engineer,Helix Analytics,Delhi,Delhi,Delhi,India,Finance,11 LPA,1100000.0,1772061.0,INR,Fresher,0.0,0.0,Full-time,2025-10-17,"We are hiring a Analytics Engineer at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Git, Looker, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Git is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Git, Looker, Python, SQL, Snowflake",Analytics Engineer,Delhi,1436030.5,Fresher,7,10.0,2025.0,Friday,317.0,Airflow; DBT; Git; Looker; Python; SQL; Snowflake
JOB-008594,Data Operations Executive,Alpha Analytics,Chennai,Chennai,Tamil Nadu,India,Information Technology,11 LPA,1150000.0,1475898.0,INR,1-2 years,1.0,2.0,Full-time,2026-01-08,"We are hiring a Other at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Excel, Git and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Git,SQL is required. If you are passionate about data and want to grow your career, apply today!","Excel, Git, SQL",Other,Chennai,1312949.0,Entry Level,3,1.0,2026.0,Thursday,234.0,Excel; Git; SQL
JOB-008595,Data Engineer,AnalyticsHub,Gurgaon,Gurgaon,Haryana,India,Information Technology,20 LPA,2080000.0,3047533.0,INR,,,,Full-time,2025-09-03,"We are hiring a Data Engineer at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker, Hadoop, Kafka, Python and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, Hadoop, Kafka, Python, Spark",Data Engineer,Gurgaon,2563766.5,Not Specified,7,9.0,2025.0,Wednesday,361.0,AWS; Airflow; Docker; Hadoop; Kafka; Python; Spark
JOB-008596,Data Analytics Associate,Quantum Data Labs,Gurgaon,Gurgaon,Haryana,India,Other,6 LPA,690000.0,908320.0,INR,1-3 years,1.0,3.0,Full-time,2026-08-15,"We are hiring a Data Analyst at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau",Other,Gurgaon,799160.0,Entry Level,6,8.0,2026.0,Saturday,15.0,Data Visualization; Excel; Power BI; Python; SQL; Tableau
JOB-008597,Senior Business Analytics Consultant,DataPulse Inc,Gurgaon,Gurgaon,Haryana,India,Telecommunications,23 LPA,3296380.0,3296380.0,INR,9-10 years,9.0,10.0,Full-time,2026-06-22,"We are hiring a Business Analyst at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with Agile, Power BI and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Power BI,SQL is required. If you are passionate about data and want to grow your career, apply today!","Agile, Power BI, SQL",Other,Gurgaon,3296380.0,Senior Level,3,6.0,2026.0,Monday,69.0,Agile; Power BI; SQL
JOB-008598,Data Science Specialist,FusionWorks,Chennai,Chennai,Tamil Nadu,India,Banking,17 LPA,1739999.0,2344744.0,INR,3-5 years,3.0,5.0,Full-time,2025-10-14,"We are hiring a Data Scientist at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Pandas, Python, R, SQL, Scikit-learn and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Pandas is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Pandas, Python, R, SQL, Scikit-learn, Statistics",Other,Chennai,2042371.5,Mid Level,8,10.0,2025.0,Tuesday,320.0,Machine Learning; NumPy; Pandas; Python; R; SQL; Scikit-learn; Statistics
JOB-008599,Senior Data Engineer,Zenith Analytics,Chennai,Chennai,Tamil Nadu,India,Telecommunications,31 LPA,3185000.0,3185000.0,INR,5-8 years,5.0,8.0,Full-time,2026-02-03,"We are hiring a Data Engineer at Zenith Analytics to join our data team in India. The ideal candidate will have strong experience with Airflow, Docker, Hadoop, Kafka, PostgreSQL, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Docker,Hadoop is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Docker, Hadoop, Kafka, PostgreSQL, SQL, Spark",Data Engineer,Chennai,3185000.0,Mid Level,7,2.0,2026.0,Tuesday,208.0,Airflow; Docker; Hadoop; Kafka; PostgreSQL; SQL; Spark
JOB-008600,Junior Data Engineer,FusionWorks,Kolkata,Kolkata,West Bengal,India,Telecommunications,20 LPA,2080000.0,2833425.0,INR,4-6 years,4.0,6.0,Contract,2025-10-21,"We are hiring a Data Engineer at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Airflow, Docker, Hadoop, Kafka, PostgreSQL, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Docker,Hadoop is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Docker, Hadoop, Kafka, PostgreSQL, SQL, Spark",Data Engineer,Kolkata,2456712.5,Mid Level,7,10.0,2025.0,Tuesday,313.0,Airflow; Docker; Hadoop; Kafka; PostgreSQL; SQL; Spark
JOB-008601,Data Analytics Associate,CloudBridge Tech,Chennai,Chennai,Tamil Nadu,India,Banking,7 LPA,780000.0,1090933.0,INR,2-2 years,2.0,2.0,Full-time,2025-09-30,"We are hiring a Data Analyst at CloudBridge Tech to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Power BI, Python and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Power BI, Python, Tableau",Other,Chennai,935466.5,Entry Level,4,9.0,2025.0,Tuesday,334.0,Data Visualization; Power BI; Python; Tableau
JOB-008602,Data Governance Analyst,Zenith Analytics,Mumbai,Mumbai,Maharashtra,India,Healthcare,14 LPA,1450000.0,2262814.0,INR,3-3 years,3.0,3.0,Contract,2026-02-25,"We are hiring a Other at Zenith Analytics to join our data team in India. The ideal candidate will have strong experience with Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Git,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Git, Python, SQL",Other,Mumbai,1856407.0,Mid Level,3,2.0,2026.0,Wednesday,186.0,Git; Python; SQL
JOB-008603,Business Analyst,Lumina Digital,Pune,Pune,Maharashtra,India,Consulting,8 LPA,804999.0,1070340.0,INR,1-3 years,1.0,3.0,Full-time,2025-10-04,"We are hiring a Business Analyst at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, SQL, Statistics",Business Analyst,Pune,937669.5,Entry Level,5,10.0,2025.0,Saturday,330.0,Data Visualization; Excel; Power BI; SQL; Statistics
JOB-008604,Senior AI Engineer,Pinnacle Data Corp,Bangalore,Bangalore,Karnataka,India,Consulting,43 LPA,4305000.0,5682052.0,INR,7-8 years,7.0,8.0,Full-time,2026-07-08,"We are hiring a Machine Learning Engineer at Pinnacle Data Corp to join our data team in India. The ideal candidate will have strong experience with Kubernetes, Machine Learning, Python, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Kubernetes,Machine Learning,Python is required. If you are passionate about data and want to grow your career, apply today!","Kubernetes, Machine Learning, Python, Spark, TensorFlow",Machine Learning Engineer,Bangalore,4993526.0,Senior Level,5,7.0,2026.0,Wednesday,53.0,Kubernetes; Machine Learning; Python; Spark; TensorFlow
JOB-008605,Data Analyst,Skyline Digital,Chennai,Chennai,Tamil Nadu,India,Consulting,8 LPA,869999.0,869999.0,INR,3-4 years,3.0,4.0,Contract,2026-06-21,"We are hiring a Data Analyst at Skyline Digital to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau",Data Analyst,Chennai,869999.0,Mid Level,6,6.0,2026.0,Sunday,70.0,Data Visualization; Excel; Power BI; Python; SQL; Tableau
JOB-008606,Data Engineer - ETL,Quantum Data Labs,Gurgaon,Gurgaon,Haryana,India,Consulting,24 LPA,2470000.0,3854771.0,INR,6-8 years,6.0,8.0,Full-time,2025-09-06,"We are hiring a Data Engineer at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker, Kafka, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, Kafka, SQL, Spark",Data Engineer,Gurgaon,3162385.5,Senior Level,6,9.0,2025.0,Saturday,358.0,AWS; Airflow; Docker; Kafka; SQL; Spark
JOB-008607,Junior Business Analyst,Lumina Digital,Ahmedabad,Ahmedabad,Gujarat,India,Manufacturing,8 LPA,804999.0,1009389.0,INR,1-4 years,1.0,4.0,Full-time,2026-03-09,"We are hiring a Business Analyst at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Business Analyst,Ahmedabad,907194.0,Entry Level,6,3.0,2026.0,Monday,174.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-008608,Applied Data Scientist,Quantum Data Labs,Bangalore,Bangalore,Karnataka,India,Information Technology,22 LPA,2279999.0,3736002.0,INR,6-8 years,6.0,8.0,Full-time,2026-01-04,"We are hiring a Data Scientist at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with NumPy, Pandas, SQL, Scikit-learn and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,Pandas,SQL is required. If you are passionate about data and want to grow your career, apply today!","NumPy, Pandas, SQL, Scikit-learn, TensorFlow",Data Scientist,Bangalore,3008000.5,Senior Level,5,1.0,2026.0,Sunday,238.0,NumPy; Pandas; SQL; Scikit-learn; TensorFlow
JOB-008609,Big Data Engineer,Lumina Digital,Kolkata,Kolkata,West Bengal,India,Finance,20 LPA,2080000.0,2990621.0,INR,4-6 years,4.0,6.0,Full-time,2026-01-04,"We are hiring a Data Engineer at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with Airflow, Docker, Kafka, PostgreSQL and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Docker,Kafka is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Docker, Kafka, PostgreSQL, SQL",Data Engineer,Kolkata,2535310.5,Mid Level,5,1.0,2026.0,Sunday,238.0,Airflow; Docker; Kafka; PostgreSQL; SQL
JOB-008610,Product Manager - Data,Vertex Insights,Ahmedabad,Ahmedabad,Gujarat,India,Telecommunications,11 LPA,1150000.0,1675185.0,INR,1-2 years,1.0,2.0,Internship,2026-01-05,"We are hiring a Other at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL",Other,Ahmedabad,1412592.5,Entry Level,5,1.0,2026.0,Monday,237.0,AWS; Excel; Git; Python; SQL
JOB-008611,Junior Business Analyst,Alpha Analytics,Pune,Pune,Maharashtra,India,Telecommunications,12 LPA,1225000.0,1736372.0,INR,5-6 years,5.0,6.0,Contract,2026-02-21,"We are hiring a Business Analyst at Alpha Analytics to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Business Analyst,Pune,1480686.0,Mid Level,6,2.0,2026.0,Saturday,190.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-008612,BI Engineer,Nimbus Data,Pune,Pune,Maharashtra,India,Information Technology,12 LPA,1264999.0,2080067.0,INR,1-4 years,1.0,4.0,Full-time,2026-02-26,"We are hiring a Analytics Engineer at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with Airflow, Git and Python. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Git,Python is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Git, Python",Other,Pune,1672533.0,Entry Level,3,2.0,2026.0,Thursday,185.0,Airflow; Git; Python
JOB-008613,Data Analyst,Vertex Insights,Pune,Pune,Maharashtra,India,Banking,6 LPA,600000.0,754866.0,INR,0-1 years,0.0,0.0,Full-time,2026-03-11,"We are hiring a Data Analyst at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL, Tableau",Data Analyst,Pune,677433.0,Fresher,6,3.0,2026.0,Wednesday,172.0,Data Visualization; Excel; Power BI; Python; SQL; Tableau
JOB-008614,Data Engineer - ETL,Lumina Digital,Bangalore,Bangalore,Karnataka,India,Telecommunications,22 LPA,3053171.0,3053171.0,INR,5-7 years,5.0,7.0,Internship,2026-05-05,"We are hiring a Data Engineer at Lumina Digital to join our data team in India. The ideal candidate will have strong experience with Airflow, Docker, Hadoop, PostgreSQL, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Docker,Hadoop is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Docker, Hadoop, PostgreSQL, Python, SQL, Spark",Data Engineer,Bangalore,3053171.0,Mid Level,7,5.0,2026.0,Tuesday,117.0,Airflow; Docker; Hadoop; PostgreSQL; Python; SQL; Spark
JOB-008615,Junior Business Analyst,Orbit Tech Solutions,Kolkata,Kolkata,West Bengal,India,Information Technology,8 LPA,804999.0,1217803.0,INR,1-3 years,1.0,3.0,Full-time,2026-01-08,"We are hiring a Business Analyst at Orbit Tech Solutions to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Business Analyst,Kolkata,1011401.0,Entry Level,6,1.0,2026.0,Thursday,234.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-008616,,Vertex Insights,Hyderabad,Hyderabad,Telangana,India,Finance,11 LPA,1100000.0,1431190.0,INR,0-0 years,0.0,0.0,Internship,2025-11-15,"We are hiring a Analytics Engineer at Vertex Insights to join our data team in India. The ideal candidate will have strong experience with Airflow, Looker, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,Looker,Python is required. If you are passionate about data and want to grow your career, apply today!","Airflow, Looker, Python, SQL",Other,Hyderabad,1265595.0,Fresher,4,11.0,2025.0,Saturday,288.0,Airflow; Looker; Python; SQL
JOB-008617,Data Engineer - ETL,DataPulse Inc,Ahmedabad,Ahmedabad,Gujarat,India,Manufacturing,14 LPA,1495000.0,1495000.0,INR,,,,Full-time,2026-03-18,"We are hiring a Data Engineer at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with AWS, Airflow, Docker, PostgreSQL, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Airflow,Docker is required. If you are passionate about data and want to grow your career, apply today!","AWS, Airflow, Docker, PostgreSQL, SQL, Spark",Data Engineer,Ahmedabad,1495000.0,Not Specified,6,3.0,2026.0,Wednesday,165.0,AWS; Airflow; Docker; PostgreSQL; SQL; Spark
JOB-008618,Data Scientist,Stratum Consulting,Pune,Pune,Maharashtra,India,Other,19 LPA,1920000.0,2762320.0,INR,4-7 years,4.0,7.0,Full-time,2026-03-18,"We are hiring a Data Scientist at Stratum Consulting to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Python, SQL and Scikit-learn. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Python is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Python, SQL, Scikit-learn",Data Scientist,Pune,2341160.0,Mid Level,5,3.0,2026.0,Wednesday,165.0,Machine Learning; NumPy; Python; SQL; Scikit-learn
JOB-008619,Data Analyst,Nimbus Data,Kolkata,Kolkata,West Bengal,India,E-commerce,8 LPA,869999.0,1240494.0,INR,3-6 years,3.0,6.0,Contract,2025-10-17,"We are hiring a Data Analyst at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Python,SQL is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Python, SQL",Data Analyst,Kolkata,1055246.5,Mid Level,3,10.0,2025.0,Friday,317.0,Data Visualization; Python; SQL
JOB-008620,Junior Data Analyst,Nexora Data Labs,Noida,Noida,Uttar Pradesh,India,Telecommunications,9 LPA,960000.0,1185630.0,INR,4-6 years,4.0,6.0,Full-time,2025-10-14,"We are hiring a Data Analyst at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with Data Visualization, Excel, Power BI, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Data Visualization,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Data Visualization, Excel, Power BI, Python, SQL",Data Analyst,Noida,1072815.0,Mid Level,5,10.0,2025.0,Tuesday,320.0,Data Visualization; Excel; Power BI; Python; SQL
JOB-008621,Applied Data Scientist,DataPulse Inc,Delhi,Delhi,Delhi,India,Banking,15 LPA,1560000.0,2489227.0,INR,2-3 years,2.0,3.0,Full-time,2026-07-17,"We are hiring a Data Scientist at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with Python, R and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Python,R,Statistics is required. If you are passionate about data and want to grow your career, apply today!","Python, R, Statistics",Data Scientist,Delhi,2024613.5,Entry Level,3,7.0,2026.0,Friday,44.0,Python; R; Statistics
JOB-008622,Data Scientist,TechNova Solutions,Bangalore,Bangalore,Karnataka,India,Consulting,17 LPA,2351181.0,2351181.0,INR,,,,Full-time,2026-08-13,"We are hiring a Data Scientist at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Python, R, Scikit-learn and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Python is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Python, R, Scikit-learn, TensorFlow",Data Scientist,Bangalore,2351181.0,Not Specified,6,8.0,2026.0,Thursday,17.0,Machine Learning; NumPy; Python; R; Scikit-learn; TensorFlow
JOB-008623,BA - Data,Nexora Data Labs,Delhi,Delhi,Delhi,India,Manufacturing,8 LPA,804999.0,1105061.0,INR,1-3 years,1.0,3.0,Internship,2026-08-26,"We are hiring a Business Analyst at Nexora Data Labs to join our data team in India. The ideal candidate will have strong experience with Agile, Excel, Power BI and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Agile, Excel, Power BI, SQL",Other,Delhi,955030.0,Entry Level,4,8.0,2026.0,Wednesday,4.0,Agile; Excel; Power BI; SQL
JOB-008624,Senior Data Scientist,Zenith Analytics,Gurgaon,Gurgaon,Haryana,India,Banking,31 LPA,3191999.0,4352517.0,INR,6-9 years,6.0,9.0,Full-time,2025-11-10,"We are hiring a Data Scientist at Zenith Analytics to join our data team in India. The ideal candidate will have strong experience with Python, SQL, Scikit-learn, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Python,SQL,Scikit-learn is required. If you are passionate about data and want to grow your career, apply today!","Python, SQL, Scikit-learn, Statistics, TensorFlow",Data Scientist,Gurgaon,3772258.0,Senior Level,5,11.0,2025.0,Monday,293.0,Python; SQL; Scikit-learn; Statistics; TensorFlow
